token_id,token_str,count,avg_expert_size,avg_expert_size_excluding_null,null_fraction
43944,rossover,9,63.41,260.88,0.756944
7071,zheimer,10,68.27,280.07,0.75625
14544,elsius,31,65.85,268.82,0.75504
63274,escens,25,58.72,238.46,0.75375
65527,<|bos|>,53411,65.1,260.53,0.750143
49996,ranath,10,57.87,231.47,0.75
55759,relia,6,63.78,253.35,0.748264
34135,₂,32,66.08,261.61,0.747396
41283,ì,150,68.12,266.76,0.744653
46038,/mL,62,67.81,262.92,0.742103
32418,roviral,55,75.22,284.31,0.735417
32275,aguar,7,65.9,248.81,0.735119
50932,allax,14,71.24,268.94,0.735119
34249,omial,72,70.67,265.75,0.734086
51684,olam,30,65.69,246.98,0.734028
33740,ethane,100,69.23,258.59,0.732292
61071, methionine,45,68.44,253.58,0.730093
51522,ALSE,24,73.67,272.87,0.730035
52328,racycline,28,66.67,246.83,0.729911
54245,ysuckle,7,68.95,254.59,0.729167
46471,.exe,25,82.29,298.8,0.724583
48320,́,121,67.97,244.73,0.72228
6318,reland,9,66.37,238.93,0.722222
54490, FX,42,76.03,273.47,0.721974
50136,�,63,72.97,261.46,0.720899
58984,ruvate,19,77.61,277.58,0.720395
21667,/kg,252,77.55,276.83,0.719866
43689,ochastic,11,73.94,263.78,0.719697
35446, _____,139,73.22,260.33,0.71875
41691,ameter,79,70.6,250.55,0.718223
44085,rietta,10,69.6,245.65,0.716667
48925,mittent,25,84.27,297.41,0.716667
49414,⟩,77,70.77,249.71,0.716585
54748,ahertz,19,72.35,255.26,0.716557
55165, Doe,19,72.77,255.75,0.715461
65117,ouan,30,75.91,265.32,0.713889
34944,idsummer,8,76.33,266.47,0.713542
51642,/yr,59,74.33,258.12,0.712041
63500, boolean,16,79.5,275.03,0.710938
50463,undum,44,76.73,265.22,0.710701
11238,aturday,5,82.4,284.55,0.710417
60400, albicans,21,80.38,277.48,0.710317
60647, opals,22,76.0,262.27,0.710227
29632,inae,151,78.19,266.63,0.706747
10460,isconsin,11,80.24,273.34,0.706439
59787, Cursive,10,70.93,241.48,0.70625
59081,akob,74,81.87,278.29,0.7058
25088,inoid,64,83.44,283.38,0.705566
53119, Frida,21,80.25,271.46,0.704365
61266,-assembly,30,76.18,257.5,0.704167
50920,ighorn,69,81.8,276.3,0.703955
52501,riya,56,71.71,241.56,0.703125
40561,/year,83,80.59,269.71,0.70118
46620,clockwise,8,70.33,234.85,0.700521
50885,ù,84,76.1,253.99,0.700397
13505,ovenant,99,81.23,270.96,0.700231
40351,uropathic,53,83.9,279.19,0.699489
46395,inette,7,75.05,249.66,0.699405
64616,ishe,16,77.92,258.49,0.698568
60605,icha,23,81.16,269.07,0.69837
211,�,25,72.11,239.03,0.698333
60739,cycline,44,82.09,271.96,0.698153
27606,undra,24,77.67,257.1,0.697917
41742,valbard,5,81.33,269.24,0.697917
64085,macht,8,85.0,281.38,0.697917
46169, Canaveral,49,86.2,284.76,0.697279
62150,ibaldi,23,79.42,261.73,0.696558
53307,qing,71,78.14,257.42,0.69645
1661,oint,204,78.61,258.86,0.696334
56532,ла,77,77.37,254.63,0.696158
32547,rodite,14,85.24,280.1,0.695685
30975,estine,85,81.38,267.12,0.695343
21918,icine,15,80.0,261.82,0.694444
24206,idate,93,73.03,239.01,0.694444
37626,ostridium,20,81.67,266.21,0.693229
52492,ortical,52,81.08,264.19,0.693109
38944,aline,80,80.25,261.48,0.693099
60900,-Learning,65,85.27,277.57,0.692788
14638,illery,32,78.0,253.83,0.692708
64129,ifruit,7,78.29,254.14,0.691964
25482,ayana,164,74.46,241.57,0.691756
53599,alanine,46,71.71,232.51,0.691576
34562,iticus,28,78.95,255.69,0.69122
48779,aldehyde,33,80.85,261.62,0.690972
33653,allon,40,75.3,243.6,0.690885
57592,PUT,29,79.68,257.64,0.690733
64107,arach,30,86.4,278.96,0.690278
37950,-ROM,88,81.14,261.92,0.690223
21378,/day,231,79.83,257.38,0.689845
21114,abwe,5,78.13,251.7,0.689583
63489, polygamy,45,85.57,275.46,0.689352
37229,imia,42,80.1,257.74,0.689236
51073, condensate,62,79.78,256.69,0.68918
52458,oza,69,77.08,247.98,0.689161
46706,ghorn,52,82.77,266.23,0.689103
40708,hā,97,82.86,266.25,0.688789
55321,/month,31,101.55,326.01,0.688508
27932,affeine,11,89.21,285.48,0.6875
61598, Wildfire,22,83.27,266.47,0.6875
11503,abetic,53,84.55,270.4,0.687303
41805,rocessing,70,81.75,260.86,0.686607
59928,ANE,35,79.5,253.69,0.686607
45148,avanese,32,85.54,272.88,0.686523
59370,ן,20,83.47,266.21,0.686458
57519, rosin,16,84.33,268.75,0.686198
60162,inale,16,76.5,243.78,0.686198
19393,aja,145,75.82,241.56,0.686135
51961,ocarcinoma,14,86.29,274.81,0.686012
51192,lectomy,59,80.61,256.65,0.685911
46719,henol,5,85.07,270.41,0.685417
47897,ntown,10,83.73,266.17,0.685417
63216,plets,26,81.28,257.79,0.684696
63324,blinka,22,85.58,271.38,0.684659
50173,resso,80,85.03,269.64,0.684635
53699,ONT,50,77.52,245.61,0.684375
19311,luent,39,81.3,257.52,0.684295
30047,iddish,13,84.31,267.05,0.684295
59020,hism,15,87.56,277.1,0.684028
62776,-bike,9,85.48,270.53,0.684028
60971,igrade,82,87.06,275.23,0.683689
24486,atto,104,76.55,241.79,0.683393
42774,ymal,25,84.69,267.45,0.683333
51514,ITAL,55,79.18,250.03,0.683333
65010,分,35,76.76,242.18,0.683036
26516,erian,80,78.2,246.54,0.682813
53463,âte,13,78.36,246.95,0.682692
58186,aunton,68,83.88,264.28,0.682598
63098,lice,8,76.0,239.21,0.682292
32017,ashtra,35,74.93,235.52,0.681845
22603,ipelago,7,83.05,260.79,0.681548
43121, ___,66,82.22,258.16,0.681503
61366,uatu,39,83.73,262.76,0.681357
47708,psin,118,87.05,272.86,0.680968
30629,ampsia,36,86.93,272.36,0.680845
11251,essional,148,80.89,253.43,0.680814
57279,adhi,24,79.78,249.74,0.680556
19835,iculture,94,93.33,291.84,0.680186
59633,ôme,80,88.08,275.33,0.680078
45381,asin,74,84.14,262.87,0.679899
31610,odder,42,82.76,258.48,0.679812
31359,arya,65,79.75,249.08,0.679808
20103,asonry,22,84.42,263.37,0.679451
42471,yna,123,90.21,281.36,0.67937
42300,iole,42,80.48,250.95,0.679315
48849,unga,118,74.98,233.74,0.679202
27631,-driving,178,87.89,273.91,0.679132
22500,atha,250,81.65,254.37,0.679
38889,OLD,93,87.04,271.05,0.678875
17707,inus,571,81.95,255.17,0.678853
61644, Ophelia,35,85.94,267.38,0.678571
16924,án,542,78.13,243.05,0.678544
34123, ______,109,82.61,256.87,0.678421
56294,erite,52,78.15,242.93,0.678285
46485,juna,44,83.0,257.98,0.678267
42832,ezvous,10,84.93,263.87,0.678125
64195,issus,80,82.2,255.38,0.678125
55923,odialysis,41,87.97,272.84,0.677591
58531,rocket,48,78.44,243.25,0.677517
48111,etan,63,78.07,242.03,0.677414
64838, Diem,9,80.44,249.12,0.677083
38989, Carlo,103,87.56,271.07,0.676982
40722,imber,60,82.73,256.07,0.67691
63534, defibrillator,39,86.56,267.85,0.676816
61368,zae,51,82.33,254.63,0.676675
30253, GHz,104,92.82,286.91,0.676482
65260,rectomy,38,83.4,257.63,0.676261
33190,hetamine,33,85.82,264.98,0.676136
43679,rosine,10,76.4,235.83,0.676042
18613,plain,123,80.5,248.44,0.675982
40342,ilde,56,79.5,245.2,0.675781
46781,iformis,76,85.51,263.68,0.675713
61258,razole,33,90.67,279.41,0.675505
45385,raut,11,81.09,249.66,0.675189
47059,utant,77,87.86,270.39,0.675054
31662,angaroo,10,85.6,263.38,0.675
14309,AND,385,83.75,257.66,0.674946
31315,ampa,48,84.94,261.3,0.674913
31789,υ,213,79.15,243.43,0.674834
28499,izzy,77,83.2,255.31,0.674107
36371,ANCE,132,81.71,250.64,0.674006
30090,atsby,25,85.28,261.39,0.67375
19841, Infantry,407,94.3,288.9,0.673577
51386,MAS,59,85.31,261.33,0.673552
26042,ERY,61,93.14,285.11,0.673327
34373, opal,66,89.05,272.31,0.67298
43228,IGO,17,83.45,255.04,0.672794
56293,inone,19,81.47,248.92,0.672697
64089,vah,26,84.26,257.41,0.672676
65223,anyika,21,86.98,265.7,0.672619
61358,mectin,74,83.57,255.23,0.672579
63821,AMES,46,85.74,261.84,0.672554
28324,π,274,78.17,238.61,0.672407
49171, Pokémon,20,93.53,285.51,0.672396
58825, Virgo,51,91.56,279.46,0.672386
29406,alsa,66,85.17,259.95,0.672348
29644, collaboratively,104,90.01,274.58,0.672175
32214,rilla,25,87.09,265.6,0.672083
48318,rata,96,85.79,261.55,0.671984
50337,ochromatic,8,83.67,254.98,0.671875
55172,iara,60,86.47,263.38,0.671701
25686,ipolar,24,86.61,263.61,0.671441
27964,INK,107,81.48,248.0,0.671437
50135,zin,77,75.58,230.02,0.671402
33898,illi,139,85.9,261.4,0.671388
56997,ancel,47,86.72,263.85,0.671321
20854,bladder,32,88.42,268.93,0.671224
62508, wombat,48,89.06,270.69,0.671007
60983,amuni,32,83.88,254.86,0.670898
56720, Oneida,20,90.8,275.85,0.670833
19726,ellite,18,87.78,266.57,0.670718
60834, myeloma,46,92.78,281.6,0.670516
62539, FOOD,49,85.12,258.31,0.670493
43369,aida,30,86.98,263.96,0.670486
16598,-solving,381,83.23,252.4,0.670248
37636,rasion,6,80.89,245.22,0.670139
3435,inese,72,87.39,264.81,0.669994
53070,rouping,68,82.57,250.12,0.669884
20973,ancipation,10,81.73,247.52,0.669792
39676,mA,40,90.93,275.38,0.669792
49600,ṇa,67,88.84,269.02,0.669776
37966,hertz,47,85.87,259.86,0.669548
19189,oscope,232,82.82,250.52,0.669406
51656,RM,83,87.44,264.4,0.669302
61535,NAME,42,88.7,268.09,0.669147
13774,esthes,34,93.96,283.97,0.669118
37592,ioxide,30,90.62,273.86,0.669097
43538,uygens,35,86.32,260.83,0.669048
28052,aseous,23,88.75,268.08,0.668931
34641,cutta,10,85.33,257.61,0.66875
24650,osphate,103,87.52,264.09,0.668588
48587,ricing,18,88.81,267.84,0.668403
54821,ibbean,30,87.24,263.1,0.668403
65264,ERING,25,83.95,253.11,0.668333
7823,isco,115,85.37,257.29,0.668207
56040,avo,48,89.14,268.64,0.668186
56612,wari,119,84.27,253.94,0.668155
59901,NAM,58,83.26,250.87,0.668103
45812,peas,37,82.56,248.73,0.668074
44484, Bis,116,92.37,278.15,0.667924
59522,flora,43,88.16,265.43,0.667878
19250,ctoral,62,85.4,257.1,0.667843
59854,anyan,28,92.81,279.36,0.667783
25100,ovis,49,81.55,245.44,0.66773
27164,eeper,68,81.1,243.97,0.667586
36606,olus,159,89.27,268.35,0.667322
27513,inine,153,84.37,253.56,0.667279
42729, WNV,36,92.67,278.48,0.667245
7348,ipedia,21,84.38,253.52,0.667163
59871,toff,43,85.33,256.37,0.667151
43878,oplane,29,80.78,242.61,0.667026
63874,IFE,35,86.82,260.69,0.666964
19273,illation,117,86.4,259.21,0.666667
48941,iemann,10,86.4,259.2,0.666667
53588,pents,5,89.6,268.8,0.666667
56160,ULATION,32,80.79,242.14,0.666341
57148,на,83,91.65,274.63,0.66629
27704,ucose,58,89.86,269.15,0.666128
26485,mare,34,80.55,241.2,0.666054
27216,oya,170,81.08,242.8,0.666054
51678,seh,17,80.71,241.67,0.666054
63455, falciparum,64,92.0,275.46,0.666016
54062,ULAR,65,90.65,271.29,0.665865
63457, Cadet,26,88.62,265.21,0.665865
39988, colloidal,77,86.2,257.97,0.665855
23703,rescent,21,88.38,264.36,0.665675
52010,agna,41,80.78,241.6,0.66565
53011,gians,28,88.81,265.54,0.665551
58497, Delphi,154,82.71,247.28,0.665517
54216,ocaine,50,91.09,272.26,0.665417
32169,ALS,116,85.62,255.83,0.66532
16785,ortium,15,88.53,264.5,0.665278
57770,-PCR,130,92.25,275.55,0.665224
60724,abilis,35,86.17,257.14,0.664881
58445,enezer,5,80.27,239.3,0.664583
28169,omson,29,80.55,240.1,0.664511
54010,AME,67,87.8,261.69,0.66449
9468,lav,203,85.27,254.06,0.664358
35773,istice,9,91.26,271.89,0.664352
62000,coach,36,94.89,282.7,0.664352
42105,inite,35,86.1,256.45,0.664286
62140, Phytophthora,13,98.15,292.35,0.664263
44470,asic,66,88.73,264.18,0.664141
26571,plane,119,84.83,252.43,0.663953
64948, BLACK,38,90.74,269.99,0.663925
56731, Antoinette,63,89.08,265.0,0.663856
62475, Puja,48,91.14,271.12,0.663845
38128,plementary,39,86.6,257.53,0.663729
33073, Cavalry,195,93.87,279.1,0.663675
32378,ptive,189,93.82,278.83,0.663525
54395, bromide,110,82.52,245.2,0.663447
31793,ulism,18,85.19,252.92,0.663194
53816, Hutu,24,88.44,262.6,0.663194
41304,abridged,17,88.47,262.52,0.66299
50018,āt,66,91.23,270.62,0.662879
42505,EPT,141,82.36,244.28,0.662825
43699,IPP,141,89.42,265.2,0.662825
39417,/ml,144,91.19,270.27,0.662616
28583,repreneurs,15,97.6,289.19,0.6625
42016,liner,158,78.28,231.81,0.662315
61311, marshmallow,116,88.56,262.23,0.662267
61809,�,58,90.97,269.27,0.662177
11954, Diego,643,88.49,261.84,0.662033
31553,ellery,13,82.67,244.47,0.661859
10781,ersion,51,86.95,257.08,0.661765
53466, sterling,119,93.74,277.13,0.661765
54001, Valium,38,88.07,260.36,0.661732
34830,alions,23,85.62,253.09,0.661685
62621,nus,50,85.07,251.43,0.661667
44834,olese,14,90.38,266.97,0.661458
12728,olescent,46,86.43,255.14,0.661232
32115,IRST,30,87.64,258.62,0.661111
35471,entery,13,87.08,256.91,0.661058
63579,VEN,37,88.79,261.95,0.661036
14101,oscow,47,85.33,251.65,0.660904
22549,emale,28,87.81,258.81,0.660714
27743,henge,20,85.73,252.47,0.660417
56538,rocyte,50,94.83,279.24,0.660417
34449, Othello,158,94.19,277.35,0.660403
55888, hippocampal,58,99.2,292.08,0.660381
62373, Britten,26,85.95,252.98,0.660256
60166,iters,99,88.38,260.04,0.660143
43120,vaccinated,11,90.55,266.34,0.660038
62803,aima,22,83.03,244.23,0.660038
35756,DER,113,86.42,254.2,0.660029
51455,oset,60,84.02,247.05,0.659896
48852,regate,52,84.38,247.94,0.659655
61399,etto,87,84.52,248.3,0.659602
51449,ellia,25,91.15,267.75,0.659583
49647,�,62,98.97,290.46,0.659274
47240,RAL,60,88.62,259.91,0.659028
31470,stadt,239,81.79,239.84,0.658996
43151,antan,81,93.17,273.18,0.658951
55754,appan,48,82.89,242.97,0.658854
45134,abyte,79,94.16,275.83,0.658623
58044,lica,71,91.02,266.62,0.658597
34706,orgia,49,90.01,263.65,0.658588
62104, reciprocating,28,91.71,268.55,0.658482
2020,lement,259,92.63,271.1,0.658301
14566,ardship,26,88.26,258.25,0.658253
17242,ukemia,11,90.3,264.16,0.658144
62582,itentiary,28,94.05,275.08,0.65811
52707,accalaureate,40,90.37,264.29,0.658073
41581,obacco,35,96.61,282.27,0.657738
44445,uchadnezzar,7,86.86,253.77,0.657738
59825,allam,113,87.89,256.79,0.657725
4930,inate,391,81.49,238.06,0.657689
17861,roidism,46,87.91,256.59,0.657382
48324,orice,49,88.87,259.33,0.657313
42384,-ice,51,97.36,284.07,0.657271
54684, narcotic,32,93.38,272.41,0.657227
42881,verbial,22,89.45,260.95,0.657197
41739,ippur,12,87.89,256.32,0.657118
58236,-attack,62,84.41,246.15,0.65709
62342,arsi,63,90.03,262.54,0.657077
47011, Grenada,52,91.72,267.28,0.656851
53082,auge,68,82.1,239.15,0.65671
20152, internally,339,91.25,265.8,0.65668
43055, Edith,77,89.04,259.33,0.656656
63778,ascal,38,87.05,253.45,0.656524
9916,oard,78,85.11,247.69,0.656384
35507,iltration,78,88.74,258.24,0.656384
21063,aspberry,5,88.8,258.33,0.65625
27057,σ,308,86.26,250.94,0.65625
55312,roglyphs,9,93.48,271.95,0.65625
55665,icca,63,91.83,267.14,0.65625
61471,assie,35,82.93,241.26,0.65625
28713,ctomy,102,88.25,256.65,0.656148
28915,ABA,70,93.33,271.28,0.655952
59199,loem,33,94.22,273.85,0.655934
42573,adine,62,88.39,256.88,0.655914
43496,iamine,22,90.24,262.16,0.655777
44875,ramine,33,89.09,258.7,0.655619
47918,ruk,66,86.97,252.42,0.655461
35743, cyanide,152,98.49,285.84,0.655428
62629, tRNA,35,97.9,284.08,0.655357
13406,otine,65,85.23,247.25,0.655288
12567, tonnes,594,89.92,260.85,0.655285
45882, Aryan,115,89.88,260.71,0.655254
51483,uneiform,10,99.07,287.32,0.655208
26661,geal,19,88.35,256.2,0.655154
28305,amba,134,87.23,252.91,0.655084
58263,iflora,60,90.78,263.15,0.655035
50051, decompression,48,95.5,276.77,0.654948
40620, multiples,63,83.92,243.18,0.654927
53050, Bly,30,97.87,283.56,0.654861
59657, Cryptocurrency,30,94.13,272.74,0.654861
54174,rins,44,86.73,251.26,0.65483
35279,argo,23,91.42,264.56,0.654438
52867,kenau,34,89.1,257.82,0.654412
56193,ún,50,92.51,267.65,0.654375
20219,aden,197,84.86,245.47,0.654294
55365,vection,37,88.86,257.04,0.654279
28836,thello,17,100.47,290.21,0.653799
42447,orned,120,84.46,243.9,0.653733
27877, Islander,157,90.72,261.93,0.653662
59948,द,48,90.39,260.97,0.653646
49212, SCD,23,95.71,276.25,0.653533
50512,ETS,78,87.26,251.81,0.653446
54479,oprene,33,88.24,254.6,0.653409
10752,pm,750,102.75,296.34,0.653264
55585, Ricketts,24,89.06,256.8,0.653212
29611,oride,89,88.82,256.13,0.653207
59521,rosia,10,89.47,257.92,0.653125
48158,ramble,49,82.94,239.06,0.653061
62105,IBLE,49,90.45,260.71,0.653061
43629,ustion,64,89.04,256.6,0.652995
42629,athyroid,25,94.67,272.75,0.652917
55577, tilapia,34,86.08,247.98,0.65288
19576, Macbeth,148,90.54,260.83,0.652872
34261,udding,45,88.12,253.78,0.652778
42836,ladus,6,96.44,277.76,0.652778
41113, lynching,76,90.6,260.85,0.652686
59800,abha,34,84.47,243.13,0.652574
61460,ustible,31,97.89,281.75,0.652554
4769,igenous,56,95.52,274.91,0.65253
43260,hausen,78,89.98,258.95,0.652511
54611, Brod,53,90.64,260.7,0.652319
44151,erella,18,90.15,259.19,0.652199
53970, receivable,23,95.19,273.67,0.652174
29703,OND,125,83.86,241.1,0.652167
26374,illon,117,88.24,253.67,0.652155
61802,rr,89,88.12,253.33,0.652154
53696, bitumen,66,94.77,272.31,0.651989
32870, CVD,119,102.14,293.47,0.651961
59914,ATES,50,85.47,245.51,0.651875
31613, Hg,114,95.71,274.84,0.651773
6985,azine,153,83.37,239.32,0.65162
25496,IDE,148,90.12,258.61,0.651534
33801, polynomial,74,93.62,268.61,0.651464
40391,bourg,52,95.23,273.21,0.651442
63097,iata,41,91.84,263.46,0.651423
64986, planktonic,32,96.21,275.96,0.651367
31878,getown,17,95.76,274.67,0.651348
52340,-viral,55,90.84,260.52,0.651326
39942,atant,38,88.28,253.18,0.651316
58787,obalamin,42,92.89,266.38,0.65129
58140,DFS,37,99.64,285.65,0.651182
41952,anah,76,91.47,262.13,0.651042
57389,umbness,30,92.67,265.55,0.651042
34348,igrant,66,88.81,254.38,0.650884
43983, Inlet,57,91.16,261.02,0.650768
10987,isphere,17,89.25,255.55,0.650735
30910,ternity,114,89.91,257.37,0.650676
57868,-pollination,26,91.9,263.05,0.650641
31996,onate,79,87.86,251.46,0.65058
58298,TOR,29,96.69,276.65,0.650503
55100,ocarbons,51,94.48,270.21,0.650327
15055,opause,38,95.37,272.65,0.650219
53337, PST,60,95.76,273.72,0.650174
23217,hoea,34,95.45,272.81,0.650123
47869,atons,51,89.39,255.48,0.650123
49505,agnum,5,88.53,252.95,0.65
63675,peridin,5,91.73,262.1,0.65
59712,ázquez,21,86.35,246.57,0.649802
65267,iolus,21,88.0,251.29,0.649802
29163,emory,58,87.61,250.03,0.649605
42874,edipus,28,92.29,263.34,0.649554
53327,igong,17,97.25,277.48,0.64951
46487,pd,68,91.47,260.87,0.649357
43692,HOOL,9,96.15,274.17,0.649306
29563, Roma,232,97.45,277.81,0.649201
44546, Communion,77,97.11,276.72,0.64908
11309,uana,26,95.59,272.37,0.649038
28347,erala,33,90.67,258.3,0.64899
62364,ofan,30,91.33,260.18,0.648958
14058,ystem,92,98.65,280.97,0.64889
5281,ava,584,84.25,239.93,0.648866
54929, Devi,52,88.33,251.55,0.648838
59186, nitrites,18,93.7,266.75,0.648727
54775,chup,15,97.24,276.74,0.648611
45721,iliter,53,91.52,260.44,0.648585
45368,QA,157,92.49,263.18,0.648554
24736,arine,133,87.19,247.99,0.648418
62296,duff,25,90.45,257.21,0.648333
60982,amatory,17,93.18,264.92,0.648284
49180,UID,35,90.51,257.3,0.648214
29551,ð,203,89.3,253.69,0.647989
15523, Fahrenheit,396,94.37,268.08,0.647964
23314,axy,40,90.6,257.33,0.647917
64856, gluconate,5,93.07,264.33,0.647917
17554,adata,11,90.42,256.69,0.647727
1100,vironment,50,85.84,243.66,0.647708
3952,rief,111,89.48,253.92,0.647616
57626,owel,45,96.15,272.72,0.647454
59394,urates,87,91.51,259.52,0.64739
54018, nervosa,104,93.68,265.63,0.647336
54009, Archaic,132,96.27,272.98,0.647333
50921,ortal,42,95.75,271.48,0.647321
63016,opheles,96,97.32,275.88,0.647244
60781, Dorian,79,92.05,260.88,0.647152
49184,dron,9,84.3,238.79,0.646991
60236,atera,19,94.18,266.73,0.64693
16525,arin,274,85.17,241.2,0.646898
19730,athon,112,91.44,258.93,0.646856
64707, Kig,45,92.62,262.21,0.646759
55161,asca,61,90.25,255.44,0.646687
55997,herry,75,84.2,238.29,0.646667
42138,ubarb,13,87.49,247.58,0.646635
31424,pies,217,86.6,245.05,0.646601
45713,atius,28,83.81,237.14,0.646577
44320,usky,60,89.42,252.98,0.646528
62905,anoag,45,95.67,270.67,0.646528
64650,odopa,17,93.57,264.65,0.646446
33455,odendron,71,90.7,256.53,0.64642
61970,maid,41,85.85,242.76,0.646341
62273,estus,42,85.52,241.82,0.646329
53939,ificate,43,85.95,243.02,0.646318
41271,MH,57,92.91,262.61,0.646199
32070,urgery,133,90.98,257.05,0.646068
51023, PCP,28,96.86,273.48,0.645833
56690, VAC,16,98.5,278.12,0.645833
26251,IGHT,142,88.66,250.22,0.645687
45910,ulet,63,89.54,252.71,0.645668
40403,heumatic,29,95.4,269.1,0.645474
49935,akarta,26,99.95,281.89,0.645433
27128,ITES,39,95.18,268.34,0.645299
56822, cumulus,19,90.04,253.82,0.645285
45806,ushi,75,92.62,261.11,0.645278
55770, Emilia,30,100.0,281.8,0.645139
34561,uberculosis,42,94.13,265.21,0.645089
15005,mitt,63,82.6,232.69,0.645007
46182,ergers,12,98.78,278.22,0.644965
63151,ulata,52,89.31,251.45,0.644832
37292, ionization,56,91.0,256.13,0.644717
61193,LSE,17,87.84,247.17,0.644608
25185,dinand,8,89.83,252.72,0.644531
65087,nakes,24,92.06,258.97,0.644531
58610,otrophs,30,95.11,267.5,0.644444
49926, Rita,86,94.47,265.54,0.644259
58293,MHz,49,105.41,296.22,0.644133
38422,stitial,12,92.0,258.5,0.644097
11628,restrial,89,97.57,274.14,0.644078
56902,hisattva,35,88.23,247.87,0.644048
1314,angu,188,84.32,236.85,0.644005
54588,alta,67,90.27,253.54,0.643968
50813, surfboard,11,91.15,256.0,0.643939
59167, Romani,11,92.85,260.77,0.643939
31425,η,190,92.25,259.03,0.64386
50523, duplex,47,95.91,269.3,0.643839
63428,Endangered,30,97.51,273.72,0.64375
64903,TAIN,45,85.48,239.95,0.64375
51026,warves,29,93.79,263.23,0.643678
59693, Gautama,48,89.11,250.08,0.643663
20420,ré,171,91.13,255.67,0.643579
44232,racotta,9,93.04,260.99,0.643519
64939, PDT,62,90.32,253.35,0.643481
21995,rina,136,88.12,247.09,0.643382
29517,efruit,21,86.79,243.36,0.643353
4340,unction,87,91.59,256.69,0.643199
49437,arous,51,94.61,265.16,0.643178
58596,-diabetic,42,96.22,269.61,0.643105
58166, Productions,45,89.78,251.52,0.643056
26186,itles,41,97.92,274.31,0.643039
31502, sideways,109,98.74,276.56,0.642966
14764,elong,96,89.35,250.2,0.642904
63467,-Qaeda,34,102.98,288.27,0.64277
15475,otics,129,94.1,263.41,0.642765
53289,NER,61,92.85,259.92,0.64276
23280,uttle,50,86.21,241.3,0.642708
62643,inga,43,88.16,246.71,0.642684
20116,enza,41,91.41,255.73,0.64253
56343,ellate,56,98.29,274.91,0.642485
36314, Joaquin,100,99.72,278.86,0.642396
60554,anmen,9,90.22,252.27,0.642361
10283,onics,308,96.53,269.87,0.642316
41606, Supper,113,89.05,248.91,0.642238
56316, AIS,46,96.06,268.48,0.64221
36679,physema,14,97.43,272.23,0.642113
53981,aius,98,93.71,261.78,0.642007
41177,othermic,68,97.16,271.39,0.642004
46603,hisatt,16,92.67,258.79,0.641927
62650,iong,24,96.5,269.5,0.641927
44746,ów,44,93.3,260.48,0.641809
16180,gage,54,91.38,255.1,0.641782
22940, Lodge,179,90.18,251.72,0.64176
61132,aldo,33,91.03,254.08,0.64173
24245,estead,10,94.93,264.93,0.641667
21612,encer,141,90.83,253.44,0.641622
4648,igure,103,83.18,232.09,0.641586
62927, Aquarius,22,98.36,274.43,0.641572
44559,glas,45,89.81,250.46,0.641435
50473, Shinto,73,96.82,270.01,0.64141
48252, SCHOOL,69,90.61,252.5,0.641153
33177,otho,277,89.45,249.25,0.641133
60153,uah,39,92.44,257.52,0.641026
10031,ught,86,96.76,269.43,0.640867
31633,isteria,60,96.91,269.8,0.640799
64216,inca,18,88.67,246.72,0.640625
34602,rouse,69,90.42,251.54,0.64055
52450,cen,45,95.67,266.14,0.640509
35995,oringa,43,97.55,271.35,0.640504
53710,evil,70,92.69,257.8,0.640476
47439,onite,75,87.63,243.69,0.640417
56412,usha,62,89.18,247.93,0.640289
62619,aam,47,89.36,248.28,0.640071
51253,charger,68,89.96,249.9,0.640012
61151,inny,34,96.67,268.53,0.640012
11838,е,1586,92.54,257.02,0.639942
841,chool,195,98.78,274.24,0.639797
22167,innati,36,92.19,255.9,0.639757
62902,UNE,39,97.26,269.95,0.63969
12023,ijuana,25,98.61,273.61,0.639583
27531,umbai,10,92.8,257.48,0.639583
18366,erver,169,92.86,257.62,0.639546
59262, sulphide,31,94.58,262.32,0.639449
36070,chal,66,86.57,240.04,0.639362
18006,airo,45,88.89,246.47,0.639352
53691,eba,32,98.42,272.87,0.639323
41011,ingya,11,94.42,261.71,0.639205
54871,ontrol,36,90.93,252.0,0.639178
63847,othea,36,94.63,262.26,0.639178
54226,allah,56,89.81,248.87,0.639137
56299,ingled,31,98.15,271.97,0.639113
15385,olis,179,88.92,246.32,0.639025
57502, PHI,104,93.44,258.84,0.639022
37188, MPH,96,97.26,269.43,0.638997
15072,ccoli,6,96.89,268.31,0.638889
31551,osher,12,102.44,283.69,0.638889
40106, simplex,110,92.65,256.54,0.638826
23841, Engineer,206,96.8,267.99,0.638805
56408,byte,37,92.43,255.9,0.638795
43160,rique,47,93.79,259.61,0.638741
23960,arius,86,92.08,254.84,0.638687
30115,-carotene,118,97.41,269.6,0.638683
3321,pper,302,89.89,248.73,0.638624
49972,ampaign,13,92.21,255.15,0.638622
16494,ν,645,86.47,239.26,0.638598
58247, australis,59,95.44,264.07,0.638595
56131, Delano,63,93.1,257.46,0.638393
56817,orestation,35,99.62,275.49,0.638393
41921,ºC,120,102.96,284.7,0.638368
13769,ocide,36,94.3,260.71,0.63831
29453,inches,113,90.64,250.59,0.638274
37927, Lucia,77,92.88,256.77,0.638258
41016, Aedes,111,105.31,291.1,0.638232
58652,vale,53,95.32,263.44,0.638168
26941, OCD,85,105.71,292.11,0.638113
52835,ERAL,66,99.05,273.7,0.6381
